785.530029,7365.227051,1583.286865,-9737.430664,273.332062,316.778900,-371.463287,563.907227,268.655457,95.459465,343.366486,-51.006733,2555.984375,-17.708572,-2328.989746,-69.934547,-194.566895,104.460068,-292.840607,6857.367676,184.570511,579.562683,437.994141,161.691940,-7.792417,-193.313629,1309.318848,-227.601303,-108.220604,-68.501266,-264.392914,55.421299,-132.150620,4685.801758,179.998444,1308.098877,4684.475586,134.286316,118.437012,28.896873,71.467834,7.459699,75.658890,3188.485107,3187.990234
75.421043,575.439392,161.821503,-816.078613,15.271751,15.662278,-18.841106,60.352631,10.595846,-6.089978,10.955484,5.860520,302.740479,18.337963,-395.427032,-13.067313,-9.917617,-23.322372,-29.602617,495.232666,20.153160,57.787968,35.317799,17.298594,-73.676346,1.152028,155.405914,9.444942,26.243816,-23.258661,-5.985733,24.865002,22.556684,-58.615482,26.019264,154.182281,-59.944401,9.069627,-6.779459,-1.458119,-23.393776,-22.895376,-2.929147,165.430801,164.939896
55.646637,454.279297,120.183311,-633.499023,14.161403,14.375631,-9.859524,33.993530,9.485390,-3.591096,3.380635,7.931691,154.691833,14.375378,-240.307434,-10.996141,-6.384925,-24.783897,-24.797668,383.260590,15.770137,33.028755,31.358984,13.360133,-34.512741,24.475065,41.801250,17.859314,21.681696,-17.404720,-0.483714,17.960552,17.478254,-7.269977,18.100975,40.577461,-8.598474,11.748601,-4.100539,-0.844495,-21.328428,-22.281748,-4.201406,45.118740,44.626114
47.536633,406.184875,102.669502,-559.440613,13.067944,13.310441,-7.842048,26.322777,8.859433,-1.765761,1.172380,7.750588,46.313683,11.701047,-120.178719,-9.284343,-5.590471,-21.849159,-22.250738,343.028168,13.502611,25.689812,28.394766,11.424931,-29.612167,26.418646,23.473156,19.489044,19.169758,-13.059149,0.744100,14.558865,13.227479,93.298347,14.448133,22.371431,92.102409,11.672563,-2.591630,-0.453504,-18.403021,-19.746862,-3.692242,-55.795116,-56.238480
46.187958,389.988281,99.963753,-539.189514,11.978508,12.080025,-6.936183,26.388090,7.769999,-1.775214,-0.959908,7.872074,33.230160,11.746282,-107.449913,-9.162858,-5.248442,-22.069704,-21.793232,327.658325,13.129919,25.446405,27.048864,11.214360,-35.207104,24.501148,30.807495,21.823868,20.293215,-13.084332,2.504030,15.203959,13.545659,89.981377,14.807648,29.705772,88.785439,11.494453,-2.769725,-0.477390,-18.557243,-19.770750,-3.807716,-80.063499,-80.506866
45.268078,379.050171,97.890167,-525.257996,12.434758,12.583898,-6.718313,24.290216,8.226246,-2.216571,0.739177,7.706870,91.891739,12.082268,-167.019531,-9.328061,-5.081748,-22.401657,-21.519838,317.056732,13.066768,23.680109,27.093409,11.080391,-24.423412,27.326519,13.334043,18.543053,18.756630,-14.082328,1.249904,14.511469,14.356067,17.561686,14.345320,12.232541,16.365948,11.196844,-3.067322,-0.577016,-18.755226,-19.870377,-3.914363,-4.102708,-4.545765
37.520329,319.394409,80.920929,-440.207489,10.177132,10.346371,-6.125280,21.039412,6.903955,-1.426408,1.059451,5.937067,64.004608,9.268654,-121.671669,-7.312382,-4.461914,-16.971254,-17.502827,269.907104,10.666725,20.469868,22.386936,9.135449,-20.854134,19.200447,18.481762,14.614596,15.027558,-10.687407,0.306982,11.750108,10.646916,46.691425,11.791104,17.624981,45.761444,8.991249,-2.103186,-0.354452,-14.399279,-15.360447,-2.788852,-12.662228,-13.006871
35.243076,293.909790,76.235268,-407.760010,9.555659,9.647334,-5.152922,19.110260,6.282481,-1.808241,0.442676,5.967048,81.762512,9.440686,-140.335342,-7.282401,-3.945994,-17.457195,-16.733715,245.671722,10.186565,18.558870,21.010292,8.709829,-20.250191,20.201380,13.036742,14.705466,14.910786,-11.105228,1.092373,11.645435,11.364352,1.918075,11.437235,12.179961,0.988019,8.669356,-2.425079,-0.462257,-14.613368,-15.468250,-3.042044,5.108751,4.764105
33.389843,281.646881,72.419357,-389.827881,9.511683,9.596971,-4.374192,16.572638,6.238505,-1.704699,0.148854,6.100628,72.216469,9.136214,-130.418930,-7.148821,-3.672875,-17.596733,-16.365635,234.189041,9.774436,16.338900,20.581554,8.321194,-15.468789,22.842127,0.856825,15.046723,14.275167,-10.658472,1.456608,10.871228,10.998314,0.930058,10.594732,0.000000,0.000000,8.765295,-2.329140,-0.430658,-14.549028,-15.436651,-3.137007,0.344643,0.000000
28.619925,241.410629,62.073990,-334.138367,8.152935,8.225962,-3.749300,14.205121,5.347259,-1.461175,0.127591,5.229115,61.899960,7.831009,-111.788666,-6.127561,-3.148178,-15.082950,-14.027624,200.734924,8.378073,14.004740,17.641258,7.132437,-13.258932,19.579060,0.734463,12.897252,12.235765,-9.135879,1.248515,9.318240,9.427050,0.797232,9.081277,0.000000,0.000000,7.513095,-1.996394,-0.369137,-12.470532,-13.231448,-2.688840,0.295450,0.000000
